"depth_m";"date";"press_PSI";"Temp_degC";"cond_uS_cm";"spec_Cond_uS_cm";"DO_mg_L";"DOsat_%";"PAR";"pH";"Chla_ug_L";"turb_FTU"
0.345;2022-06-03 12:25:05;0.491;23.9891;368.389363;375.947;6.0914;72.422;242.24;8.984;5.126;3.206
0.367;2022-06-03 12:25:05;0.522;23.9688;367.236497;374.926;6.1149;72.673;245.45;8.983;5.4693;3.239
0.407;2022-06-03 12:25:05;0.579;23.944;366.781457;374.651;6.1304;72.823;234.12;8.981;5.7516;3.22
0.455;2022-06-03 12:25:05;0.648;23.9195;366.447776;374.498;6.1517;73.043;250.11;8.976;5.8965;3.164
0.489;2022-06-03 12:25:06;0.696;23.9012;367.691663;375.91;6.1749;73.294;253.92;8.97;6.0339;3.214
0.51;2022-06-03 12:25:06;0.725;23.8876;367.479308;375.797;6.192;73.478;263.78;8.972;5.9118;3.246
0.515;2022-06-03 12:25:06;0.733;23.8778;367.631014;376.027;6.2148;73.735;264.34;8.969;5.9118;3.275
0.503;2022-06-03 12:25:06;0.716;23.8718;367.661359;376.104;6.2316;73.926;263.55;8.969;6.011;3.195
0.498;2022-06-03 12:25:07;0.708;23.8683;369.026665;377.529;6.2485;74.122;264.48;8.97;6.0415;3.145
0.502;2022-06-03 12:25:07;0.714;23.8657;364.991707;373.42;6.257;74.218;270.87;8.969;6.0415;3.048
0.522;2022-06-03 12:25:07;0.742;23.8644;362.716705;371.103;6.2584;74.233;274.75;8.969;6.2094;3.086
0.555;2022-06-03 12:25:07;0.789;23.8616;362.079754;370.473;6.2589;74.235;275.43;8.966;6.3009;3.309
0.582;2022-06-03 12:25:08;0.828;23.8569;362.322408;370.756;6.2611;74.255;272.26;8.969;6.4077;3.346
0.615;2022-06-03 12:25:08;0.874;23.8541;362.5044;370.964;6.2632;74.275;266.39;8.963;6.3772;3.323
0.662;2022-06-03 12:25:08;0.941;23.8527;362.079768;370.54;6.2608;74.245;275.09;8.964;6.484;3.285
0.71;2022-06-03 12:25:08;1.009;23.8502;361.109211;369.565;6.2736;74.394;281.15;8.965;6.6976;3.355
0.766;2022-06-03 12:25:09;1.09;23.8417;360.351004;368.854;6.2864;74.533;281.89;8.963;6.8273;3.298
0.823;2022-06-03 12:25:09;1.171;23.8313;360.108394;368.684;6.3086;74.782;284.13;8.961;6.957;3.346
0.873;2022-06-03 12:25:09;1.242;23.821;359.956769;368.606;6.3378;75.113;293.16;8.959;6.9876;3.349
0.918;2022-06-03 12:25:09;1.306;23.81;360.351047;369.094;6.3612;75.375;294.34;8.96;7.102;3.395
0.953;2022-06-03 12:25:10;1.355;23.8013;360.199418;369.004;6.3844;75.637;298.77;8.96;7.0944;3.372
0.985;2022-06-03 12:25:10;1.4;23.7958;361.74621;370.63;6.4046;75.869;297.15;8.96;7.1554;3.365
1.025;2022-06-03 12:25:10;1.458;23.7905;359.047002;367.905;6.419;76.032;300.19;8.962;7.2088;3.393
1.071;2022-06-03 12:25:10;1.523;23.786;358.470818;367.348;6.3821;75.588;305.78;8.96;7.2164;3.508
1.113;2022-06-03 12:25:11;1.584;23.7824;358.652777;367.562;6.347;75.168;310.54;8.962;7.3156;3.641
1.151;2022-06-03 12:25:11;1.636;23.7766;358.652785;367.605;6.4495;76.373;306.43;8.961;7.4759;3.965
1.201;2022-06-03 12:25:11;1.708;23.7548;358.076632;367.179;6.7594;80.01;320.13;8.96;7.8039;3.872
1.25;2022-06-03 12:25:11;1.778;23.7122;357.561167;366.971;7.1841;84.97;311.86;8.962;7.9794;3.676
1.283;2022-06-03 12:25:12;1.824;23.6572;357.197346;367.012;7.6184;90.013;324.43;8.961;8.3075;3.632
1.301;2022-06-03 12:25:12;1.851;23.61;356.469649;366.62;7.9904;94.325;314.66;8.963;8.6432;4.044
1.316;2022-06-03 12:25:12;1.872;23.5735;356.500015;366.927;8.2877;97.768;319.06;8.965;9.017;3.872
1.334;2022-06-03 12:25:12;1.897;23.5506;357.773627;368.411;8.4744;99.927;309.29;8.964;9.284;3.603
1.367;2022-06-03 12:25:13;1.944;23.5329;358.016246;368.796;8.5507;100.793;312.02;8.961;9.4748;3.744
1.412;2022-06-03 12:25:13;2.009;23.5194;357.652369;368.524;8.5121;100.313;309.56;8.963;9.5663;3.693
1.466;2022-06-03 12:25:13;2.085;23.508;358.137578;369.11;8.3837;98.779;312.18;8.964;9.5969;3.704
1.527;2022-06-03 12:25:13;2.172;23.4936;357.440134;368.501;8.2227;96.855;315.05;8.965;9.5435;3.777
1.576;2022-06-03 12:25:14;2.242;23.4796;356.196909;367.325;8.0716;95.05;318.78;8.964;9.6655;3.874
1.613;2022-06-03 12:25:14;2.295;23.4694;355.620811;366.808;7.9586;93.702;320.58;8.964;9.7266;3.931
1.649;2022-06-03 12:25:14;2.346;23.4606;355.105367;366.343;7.8652;92.586;320.8;8.966;9.6045;3.885
1.685;2022-06-03 12:25:14;2.397;23.4508;354.620258;365.916;7.811;91.931;324.6;8.966;9.6121;3.847
1.734;2022-06-03 12:25:15;2.467;23.4411;354.468673;365.833;7.7754;91.495;323.86;8.967;9.7037;3.744
1.794;2022-06-03 12:25:15;2.552;23.4331;354.226129;365.644;7.7589;91.287;326.66;8.966;9.6808;3.834
1.859;2022-06-03 12:25:15;2.644;23.4266;354.104863;365.568;7.7535;91.212;325.51;8.967;9.9326;3.887
1.915;2022-06-03 12:25:15;2.723;23.4214;354.347424;365.857;7.7459;91.115;326.03;8.965;10.1233;4.038
1.963;2022-06-03 12:25:16;2.791;23.4158;354.226155;365.775;7.7504;91.157;322.38;8.964;10.1462;4.202
2.001;2022-06-03 12:25:16;2.846;23.4102;354.165524;365.754;7.7526;91.174;324.43;8.964;10.1843;3.933
2.027;2022-06-03 12:25:16;2.883;23.4046;354.286808;365.921;7.7568;91.214;320.8;8.965;10.2835;3.882
2.051;2022-06-03 12:25:16;2.917;23.3986;354.165539;365.841;7.7749;91.417;321.08;8.962;10.3522;3.994
2.086;2022-06-03 12:25:17;2.967;23.3945;354.074588;365.779;7.8136;91.864;316.27;8.965;10.6116;3.878
2.124;2022-06-03 12:25:17;3.021;23.3883;351.13387;362.787;7.8384;92.144;312.68;8.965;10.8405;3.96
2.169;2022-06-03 12:25:17;3.085;23.3655;349.709161;361.486;7.8921;92.735;310.27;8.964;11.0465;4.107
2.223;2022-06-03 12:25:17;3.162;23.3227;349.527337;361.618;8.0857;94.933;308.91;8.967;11.1838;3.929
2.283;2022-06-03 12:25:18;3.248;23.2897;349.466752;361.802;8.4703;99.386;304.28;8.964;11.1838;3.943
2.335;2022-06-03 12:25:18;3.321;23.2706;349.466776;361.945;8.9404;104.865;304.28;8.965;11.0999;4.063
2.381;2022-06-03 12:25:18;3.386;23.2586;349.436479;362.004;9.3854;110.06;303;8.964;11.0922;4.097
2.421;2022-06-03 12:25:18;3.443;23.2468;349.830554;362.501;9.7738;114.589;305.19;8.962;11.1685;4.038
2.449;2022-06-03 12:25:19;3.484;23.2336;350.012447;362.789;10.1062;118.457;308.64;8.964;11.2677;3.948
2.474;2022-06-03 12:25:19;3.52;23.2226;350.1034;362.965;10.3535;121.33;308.91;8.962;11.2067;4.023
2.495;2022-06-03 12:25:19;3.549;23.2141;350.164036;363.092;10.5112;123.158;310.33;8.961;11.2677;3.851
2.521;2022-06-03 12:25:19;3.586;23.2036;350.133736;363.14;10.5881;124.034;312.35;8.96;11.2143;3.904
2.559;2022-06-03 12:25:20;3.639;23.1937;350.042809;363.121;10.5963;124.107;309.51;8.961;11.1914;4.023
2.6;2022-06-03 12:25:20;3.698;23.1822;350.042824;363.207;10.5892;123.998;306.86;8.958;11.2448;3.988
2.655;2022-06-03 12:25:20;3.776;23.1711;350.012525;363.26;10.5772;123.832;304.17;8.956;11.1991;3.935
2.721;2022-06-03 12:25:20;3.87;23.1625;349.951911;363.261;10.5492;123.483;299.77;8.958;11.2296;3.952
2.783;2022-06-03 12:25:21;3.959;23.1507;349.830676;363.224;10.5199;123.113;292.9;8.958;11.2143;3.994
2.834;2022-06-03 12:25:21;4.03;23.1281;349.951954;363.521;10.5144;122.996;290.03;8.956;11.2601;4.08
2.875;2022-06-03 12:25:21;4.089;23.0983;350.285434;364.093;10.5103;122.879;284.08;8.953;11.2372;4.133
2.91;2022-06-03 12:25:21;4.139;23.0554;350.740189;364.891;10.4994;122.652;279.23;8.953;11.2296;4.093
2.933;2022-06-03 12:25:22;4.172;23.007;350.740245;365.259;10.4843;122.363;278.64;8.95;11.2677;4.143
2.954;2022-06-03 12:25:22;4.201;22.9734;350.831226;365.61;10.4585;121.985;272.07;8.949;11.4356;4.103
2.984;2022-06-03 12:25:22;4.244;22.9516;350.861567;365.808;10.4224;121.513;270.87;8.951;11.7407;4.225
3.034;2022-06-03 12:25:22;4.316;22.9366;350.861585;365.922;10.3888;121.087;265.55;8.949;11.8323;4.063
3.09;2022-06-03 12:25:23;4.395;22.9298;350.740338;365.848;10.3405;120.509;259.92;8.949;11.9162;4.118
3.14;2022-06-03 12:25:23;4.466;22.9302;350.861596;365.971;10.2781;119.782;254.94;8.944;11.7865;4.047
3.178;2022-06-03 12:25:23;4.521;22.9275;350.922229;366.055;10.2122;119.008;252.18;8.944;11.7255;4.156
3.224;2022-06-03 12:25:23;4.586;22.9138;351.104133;366.349;10.1491;118.242;248.14;8.943;11.6263;4.082
3.264;2022-06-03 12:25:24;4.642;22.9006;351.073835;366.418;10.0967;117.602;245.36;8.94;11.6645;4.042
3.283;2022-06-03 12:25:24;4.67;22.8925;351.134474;366.544;10.0515;117.058;243.73;8.94;11.6873;3.901
3.297;2022-06-03 12:25:24;4.69;22.8873;351.13448;366.584;10.0199;116.679;243.47;8.937;11.8552;4.036
3.317;2022-06-03 12:25:24;4.718;22.8842;351.134484;366.607;9.9839;116.252;240.84;8.933;11.9162;3.998
3.347;2022-06-03 12:25:25;4.76;22.8825;351.134487;366.62;9.9562;115.926;239.11;8.932;11.8552;3.887
3.387;2022-06-03 12:25:25;4.817;22.8811;351.13449;366.631;9.9406;115.742;232.44;8.929;11.7789;3.862
3.437;2022-06-03 12:25:25;4.889;22.8802;351.134493;366.638;9.9272;115.583;230.17;8.926;11.7942;3.798
3.49;2022-06-03 12:25:25;4.963;22.88;351.134495;366.64;9.9263;115.572;225.13;8.926;11.7942;3.933
3.536;2022-06-03 12:25:26;5.03;22.8799;351.134496;366.641;9.9247;115.554;218.77;8.924;11.962;4.04
3.578;2022-06-03 12:25:26;5.089;22.8792;351.043555;366.551;9.9308;115.623;214.55;8.92;12.1604;3.868
3.619;2022-06-03 12:25:26;5.148;22.8783;351.073872;366.59;9.9339;115.658;208.75;8.916;12.1985;3.799
3.654;2022-06-03 12:25:26;5.198;22.877;351.073875;366.6;9.9498;115.839;204.97;8.918;12.0612;3.737
3.691;2022-06-03 12:25:27;5.25;22.8749;351.104193;366.647;9.9684;116.051;199.5;8.917;11.7484;3.74
3.733;2022-06-03 12:25:27;5.309;22.8734;351.073881;366.627;9.9783;116.163;193.59;8.915;11.7484;3.794
3.769;2022-06-03 12:25:27;5.361;22.8725;351.073883;366.634;9.9779;116.156;190.15;8.915;11.8323;3.841
3.798;2022-06-03 12:25:27;5.403;22.8716;351.134515;366.704;9.9645;115.998;186.52;8.914;12.2672;3.855
3.822;2022-06-03 12:25:28;5.437;22.8708;351.134516;366.71;9.9345;115.648;183.72;8.912;12.4503;3.786
3.849;2022-06-03 12:25:28;5.474;22.8699;351.073889;366.654;9.9077;115.333;182.37;8.911;12.5876;3.676
3.881;2022-06-03 12:25:28;5.521;22.8692;351.073891;366.659;9.8876;115.098;180.08;8.909;13.0149;3.725
3.909;2022-06-03 12:25:28;5.559;22.8691;351.134521;366.724;9.884;115.056;176.23;8.911;12.7936;3.716
3.925;2022-06-03 12:25:29;5.583;22.8684;351.013264;366.602;9.8946;115.178;175.58;8.906;12.58;3.847
3.947;2022-06-03 12:25:29;5.614;22.8672;351.073895;366.674;9.9003;115.242;172.55;8.907;12.3587;3.794
3.983;2022-06-03 12:25:29;5.665;22.867;351.043582;366.644;9.9058;115.306;168.36;8.909;12.0307;4.011
4.024;2022-06-03 12:25:29;5.724;22.8667;351.073898;366.678;9.9127;115.386;165.28;8.907;11.9162;3.83
4.068;2022-06-03 12:25:30;5.786;22.8651;351.073902;366.69;9.9223;115.493;161.21;8.905;11.9086;4.019
4.104;2022-06-03 12:25:30;5.837;22.862;351.195165;366.841;9.9272;115.543;158.43;8.905;11.8552;3.796
4.136;2022-06-03 12:25:30;5.882;22.8471;352.074329;367.874;9.9372;115.627;156.25;8.904;11.901;3.67
4.168;2022-06-03 12:25:30;5.929;22.8008;353.438651;369.657;9.9518;115.696;153.47;8.903;12.0993;3.876
4.201;2022-06-03 12:25:31;5.975;22.7402;354.863721;371.619;9.9777;115.864;150.19;8.904;12.3053;3.681
4.238;2022-06-03 12:25:31;6.028;22.6801;354.954752;372.182;9.9998;115.988;148.69;8.905;12.6181;3.763
4.273;2022-06-03 12:25:31;6.078;22.6386;354.8032;372.348;10.0118;116.036;145.29;8.901;12.9844;3.693
4.312;2022-06-03 12:25:31;6.134;22.6198;355.197388;372.909;9.9955;115.805;142.16;8.903;13.5108;3.725
4.344;2022-06-03 12:25:32;6.179;22.6015;355.682547;373.562;9.9516;115.257;139.58;8.9;13.6252;3.592
4.379;2022-06-03 12:25:32;6.228;22.5761;356.016116;374.111;9.889;114.476;136.77;8.903;13.7549;3.696
4.415;2022-06-03 12:25:32;6.28;22.5484;356.16776;374.489;9.8074;113.472;134.03;8.9;13.5489;3.681
4.449;2022-06-03 12:25:32;6.328;22.5264;356.34972;374.854;9.7163;112.37;131.77;8.894;13.6939;3.622
4.473;2022-06-03 12:25:33;6.362;22.5119;356.289093;374.905;9.6299;111.34;129.59;8.893;14.4645;3.758
4.498;2022-06-03 12:25:33;6.398;22.4984;356.410399;375.139;9.55;110.388;127.75;8.89;14.9375;3.681
4.518;2022-06-03 12:25:33;6.426;22.4882;356.531702;375.347;9.4791;109.547;126.24;8.885;14.907;3.483
4.543;2022-06-03 12:25:33;6.461;22.4768;356.592361;375.501;9.44;109.072;124.28;8.883;15.2351;3.63
4.578;2022-06-03 12:25:34;6.511;22.4666;356.471083;375.454;9.4163;108.777;120.96;8.88;14.9604;3.546
4.608;2022-06-03 12:25:34;6.554;22.4614;356.592381;375.623;9.4022;108.603;120.11;8.881;14.1822;3.565
4.643;2022-06-03 12:25:34;6.604;22.4593;356.531739;375.576;9.389;108.446;118.15;8.877;13.2972;3.569
4.68;2022-06-03 12:25:34;6.657;22.4581;356.531742;375.585;9.3796;108.335;115.2;8.874;12.6868;3.544
4.711;2022-06-03 12:25:35;6.7;22.4569;356.531744;375.595;9.3833;108.375;113.43;8.871;12.4198;3.651
4.722;2022-06-03 12:25:35;6.716;22.455;356.592392;375.674;9.401;108.576;113.19;8.87;12.3053;3.614
4.717;2022-06-03 12:25:35;6.71;22.453;356.592395;375.69;9.4192;108.782;113.51;8.865;12.4732;3.561
4.726;2022-06-03 12:25:35;6.722;22.4518;356.531751;375.635;9.4245;108.841;113.05;8.864;13.0072;3.679
4.749;2022-06-03 12:25:36;6.755;22.4509;356.531753;375.642;9.4388;109.004;111.41;8.864;13.2285;3.651
4.786;2022-06-03 12:25:36;6.808;22.4498;356.531755;375.651;9.4653;109.308;108.27;8.86;12.9691;3.721
4.84;2022-06-03 12:25:36;6.884;22.4487;356.592404;375.724;9.4956;109.655;104.77;8.858;12.6487;3.571
4.896;2022-06-03 12:25:36;6.964;22.448;356.531761;375.665;9.5149;109.877;101.19;8.852;12.4884;3.565
4.948;2022-06-03 12:25:37;7.037;22.4476;356.592409;375.732;9.5462;110.237;99.357;8.851;12.7173;3.792
4.985;2022-06-03 12:25:37;7.09;22.4442;356.683382;375.855;9.5789;110.608;96.909;8.845;13.1064;3.679
5.003;2022-06-03 12:25:37;7.116;22.4354;356.804685;376.053;9.615;111.006;95.977;8.842;14.2661;3.567
5.018;2022-06-03 12:25:37;7.137;22.4197;356.986643;376.369;9.6541;111.424;95.104;8.841;14.6323;3.504
5.037;2022-06-03 12:25:38;7.165;22.4049;357.047308;376.551;9.6722;111.602;93.514;8.841;14.8002;3.719
5.064;2022-06-03 12:25:38;7.203;22.3926;357.168617;376.777;9.6738;111.594;90.81;8.837;15.3342;3.523
5.1;2022-06-03 12:25:38;7.255;22.3728;357.411232;377.19;9.6688;111.494;95.472;8.839;15.4182;3.885
5.146;2022-06-03 12:25:38;7.32;22.3438;357.562888;377.581;9.6534;111.255;97.472;8.834;15.0748;3.651
5.197;2022-06-03 12:25:39;7.391;22.3226;357.896483;378.102;9.6366;111.017;87.214;8.836;14.434;3.571
5.237;2022-06-03 12:25:39;7.449;22.2967;359.534115;380.04;9.6329;110.92;80.415;8.834;13.9838;3.487
5.265;2022-06-03 12:25:39;7.489;22.2246;360.989956;382.162;9.6465;110.923;77.83;8.831;13.5795;3.458
5.283;2022-06-03 12:25:39;7.514;22.1291;361.748316;383.741;9.675;111.048;76.006;8.833;13.1904;3.521
5.296;2022-06-03 12:25:40;7.532;22.039;362.203384;384.96;9.6935;111.067;75.566;8.828;13.1751;3.576
5.305;2022-06-03 12:25:40;7.545;21.9709;362.506778;385.841;9.6965;110.957;75.209;8.83;13.465;3.452
5.321;2022-06-03 12:25:40;7.568;21.924;362.20352;385.903;9.6581;110.417;73.653;8.832;13.8312;3.66
5.347;2022-06-03 12:25:40;7.605;21.9062;361.809241;385.63;9.5694;109.366;72.091;8.828;13.6634;3.586
5.377;2022-06-03 12:25:41;7.647;21.9186;360.808343;384.461;9.4382;107.891;71.21;8.827;13.8999;3.569
5.413;2022-06-03 12:25:41;7.699;21.9645;361.232902;384.538;9.2785;106.16;70.216;8.825;13.9686;3.536
5.456;2022-06-03 12:25:41;7.761;21.9784;363.113415;386.425;9.1103;104.264;69.188;8.827;14.35;3.563
5.501;2022-06-03 12:25:41;7.824;21.9211;365.145862;389.063;8.9727;102.576;68.234;8.822;14.6629;3.74
5.546;2022-06-03 12:25:42;7.888;21.8119;366.268437;391.169;8.8821;101.328;67.105;8.819;14.3348;3.7
5.579;2022-06-03 12:25:42;7.935;21.7047;366.602278;392.425;8.8137;100.34;66.436;8.818;14.6552;3.553
5.601;2022-06-03 12:25:42;7.967;21.6307;366.632704;393.08;8.7731;99.735;65.728;8.816;15.0748;3.614
5.633;2022-06-03 12:25:42;8.012;21.5892;366.602417;393.398;8.7266;99.127;64.959;8.811;14.8841;3.634
5.664;2022-06-03 12:25:43;8.056;21.5675;366.663119;393.646;8.6444;98.152;64.165;8.808;14.7086;3.769
5.692;2022-06-03 12:25:43;8.096;21.5562;366.72381;393.807;8.5496;97.054;63.492;8.8;15.2427;3.641
5.73;2022-06-03 12:25:43;8.15;21.5502;366.663142;393.793;8.4142;95.505;62.299;8.799;15.1817;3.862
5.777;2022-06-03 12:25:43;8.217;21.5482;366.723822;393.874;8.2588;93.738;60.647;8.79;15.5708;3.584
5.816;2022-06-03 12:25:44;8.273;21.5458;366.784502;393.96;8.0982;91.911;59.423;8.78;15.6165;3.664
5.832;2022-06-03 12:25:44;8.295;21.5395;367.027215;394.274;7.9624;90.36;58.976;8.773;14.9299;3.679
5.838;2022-06-03 12:25:44;8.304;21.5251;367.118248;394.494;7.8536;89.1;58.955;8.762;14.7239;3.666
5.856;2022-06-03 12:25:44;8.329;21.5107;367.057589;394.551;7.7712;88.14;58.286;8.759;14.9604;3.685
5.89;2022-06-03 12:25:45;8.377;21.5009;367.027263;394.602;7.7264;87.615;56.91;8.754;15.6547;3.916
5.927;2022-06-03 12:25:45;8.43;21.4921;367.360999;395.035;7.7094;87.408;55.586;8.748;15.998;3.851
5.954;2022-06-03 12:25:45;8.469;21.4776;367.482373;395.289;7.7133;87.427;54.993;8.745;15.8531;3.698
5.978;2022-06-03 12:25:45;8.503;21.4637;367.543069;395.473;7.7156;87.43;54.493;8.739;15.7768;3.775
6.01;2022-06-03 12:25:46;8.548;21.4512;367.816139;395.873;7.7225;87.487;53.62;8.734;16.1964;3.702
6.049;2022-06-03 12:25:46;8.604;21.4321;368.11956;396.362;7.7314;87.556;52.437;8.731;16.3032;3.676
6.093;2022-06-03 12:25:46;8.666;21.4054;368.66572;397.179;7.7506;87.728;51.118;8.728;16.5016;3.643
6.124;2022-06-03 12:25:46;8.711;21.3713;369.667031;398.55;7.7501;87.664;49.972;8.726;16.349;3.733
6.157;2022-06-03 12:25:47;8.757;21.3155;370.638075;400.079;7.7551;87.627;49.18;8.721;15.7691;3.651
6.191;2022-06-03 12:25:47;8.805;21.2405;371.062982;401.188;7.7437;87.37;48.061;8.72;15.4945;3.645
6.233;2022-06-03 12:25:47;8.866;21.1693;371.791346;402.595;7.7353;87.154;46.762;8.716;14.9223;3.775
6.276;2022-06-03 12:25:47;8.927;21.1045;372.064537;403.457;7.6904;86.539;45.578;8.71;14.495;3.717
6.31;2022-06-03 12:25:48;8.975;21.0532;372.246676;404.104;7.6284;85.756;44.721;8.71;14.2127;4.118
6.338;2022-06-03 12:25:48;9.015;21.0146;372.368108;404.575;7.5419;84.72;43.911;8.706;13.9762;4.063
6.388;2022-06-03 12:25:48;9.086;20.9881;372.398488;404.841;7.4108;83.204;42.313;8.701;13.7015;3.664
6.435;2022-06-03 12:25:48;9.153;20.9669;372.398516;405.028;7.2869;81.78;41.738;8.694;13.9609;3.597
6.458;2022-06-03 12:25:49;9.186;20.9532;372.459226;405.215;7.1407;80.117;41.22;8.694;14.8536;3.538
6.474;2022-06-03 12:25:49;9.208;20.9437;372.519931;405.365;6.9838;78.342;40.824;8.687;15.38;3.504
6.489;2022-06-03 12:25:49;9.229;20.9297;372.702028;405.687;6.8282;76.576;40.453;8.685;15.5708;3.54
6.512;2022-06-03 12:25:49;9.262;20.9071;372.641363;405.82;6.6806;74.887;39.797;8.683;15.8988;3.569
6.55;2022-06-03 12:25:50;9.316;20.8833;372.76278;406.163;6.5447;73.33;38.905;8.676;15.3648;3.607
6.6;2022-06-03 12:25:50;9.388;20.8593;372.914546;406.541;6.4351;72.067;37.721;8.671;14.3577;3.574
6.662;2022-06-03 12:25:50;9.476;20.836;373.430484;407.31;6.3482;71.063;36.151;8.663;13.4574;3.557
6.708;2022-06-03 12:25:50;9.541;20.7972;373.855407;408.12;6.2768;70.21;35.229;8.656;13.3582;3.7
6.738;2022-06-03 12:25:51;9.583;20.7219;373.916197;408.859;6.2232;69.508;34.793;8.648;13.8083;3.786
6.75;2022-06-03 12:25:51;9.6;20.6274;374.037707;409.838;6.172;68.808;34.683;8.643;14.1059;3.693
6.76;2022-06-03 12:25:51;9.614;20.5369;374.007468;410.62;6.123;68.141;34.616;8.638;13.938;3.614
6.78;2022-06-03 12:25:51;9.644;20.4736;373.946849;411.125;6.0596;67.351;34.157;8.635;13.6558;3.559
6.815;2022-06-03 12:25:52;9.693;20.4436;374.037932;411.496;5.9806;66.434;33.426;8.631;13.3887;3.695
6.852;2022-06-03 12:25:52;9.746;20.4293;373.946905;411.526;5.8837;65.339;32.683;8.628;13.1598;3.693
6.901;2022-06-03 12:25:52;9.816;20.415;374.068319;411.789;5.7806;64.176;31.666;8.62;12.786;3.765
6.948;2022-06-03 12:25:52;9.883;20.4017;374.129035;411.977;5.6739;62.975;30.675;8.614;12.7402;3.653
6.973;2022-06-03 12:25:53;9.919;20.3857;374.250451;412.255;5.5788;61.9;30.321;8.609;12.5571;3.658
6.993;2022-06-03 12:25:53;9.947;20.3643;374.18978;412.384;5.4874;60.86;29.935;8.601;12.1222;3.647
7.026;2022-06-03 12:25:53;9.993;20.3488;374.1898;412.524;5.4137;60.024;29.131;8.597;12.2519;3.725
7.068;2022-06-03 12:25:53;10.054;20.3365;374.341562;412.804;5.3521;59.327;28.418;8.593;12.1299;3.773
7.115;2022-06-03 12:25:54;10.12;20.3162;374.432636;413.089;5.3191;58.937;27.5;8.588;12.0993;3.773
7.157;2022-06-03 12:25:54;10.179;20.2921;374.523715;413.409;5.3065;58.77;26.902;8.58;12.3511;3.792
7.182;2022-06-03 12:25:54;10.215;20.2674;374.645145;413.769;5.3007;58.677;26.723;8.574;13.1751;3.828
7.207;2022-06-03 12:25:54;10.251;20.2388;374.584481;413.963;5.3016;58.654;26.378;8.573;14.5637;3.708
7.242;2022-06-03 12:25:55;10.3;20.2076;374.523821;414.182;5.3094;58.704;25.692;8.568;14.9375;3.618
7.281;2022-06-03 12:25:55;10.356;20.1849;374.493501;414.356;5.3186;58.779;25.112;8.563;14.7239;3.676
7.316;2022-06-03 12:25:55;10.406;20.1687;374.523871;414.539;5.3211;58.788;24.511;8.56;14.2432;3.597
7.343;2022-06-03 12:25:55;10.445;20.1573;374.372139;414.475;5.3227;58.792;24.135;8.555;13.8618;3.611
7.364;2022-06-03 12:25:56;10.474;20.1415;374.432858;414.688;5.2998;58.522;23.764;8.554;14.2203;3.634
7.379;2022-06-03 12:25:56;10.496;20.123;374.432881;414.858;5.2699;58.169;23.594;8.55;14.4416;3.647
7.391;2022-06-03 12:25:56;10.513;20.0975;374.432912;415.092;5.2369;57.776;23.47;8.547;14.9528;3.674
7.412;2022-06-03 12:25:56;10.543;20.0645;374.402604;415.363;5.2063;57.401;23.012;8.544;15.0214;3.651
7.447;2022-06-03 12:25:57;10.592;20.0356;374.372291;415.596;5.1679;56.945;22.473;8.542;15.1969;3.576
7.486;2022-06-03 12:25:57;10.648;19.991;374.068855;415.671;5.1405;56.593;22.02;8.542;14.7926;3.41
7.514;2022-06-03 12:25:57;10.687;19.9209;373.917197;416.151;5.1177;56.264;21.686;8.539;14.2966;3.399
7.534;2022-06-03 12:25:57;10.717;19.8282;373.613826;416.673;5.0965;55.927;21.545;8.536;14.35;3.479
7.556;2022-06-03 12:25:58;10.748;19.7397;373.340802;417.192;5.0738;55.58;21.196;8.534;13.938;3.464
7.586;2022-06-03 12:25:58;10.79;19.6558;373.037428;417.636;5.0496;55.223;20.856;8.532;14.1669;3.449
7.62;2022-06-03 12:25:58;10.838;19.5849;372.551963;417.757;5.0159;54.777;20.389;8.531;13.7244;3.666
7.668;2022-06-03 12:25:58;10.906;19.5151;372.400316;418.241;4.9846;54.359;19.73;8.529;13.0378;3.578
7.716;2022-06-03 12:25:59;10.974;19.4579;372.066578;418.404;4.9298;53.699;19.126;8.526;12.641;3.294
7.761;2022-06-03 12:25:59;11.039;19.4065;371.125938;417.829;4.8796;53.098;18.586;8.521;12.8165;3.372
7.793;2022-06-03 12:25:59;11.084;19.3252;370.337092;417.706;4.8203;52.367;18.266;8.513;12.8775;3.338
7.807;2022-06-03 12:25:59;11.105;19.2359;370.24617;418.447;4.7617;51.638;18.166;8.508;13.404;3.296
7.818;2022-06-03 12:26:00;11.12;19.1788;370.155209;418.885;4.6921;50.825;17.989;8.504;13.6252;3.286
7.834;2022-06-03 12:26:00;11.142;19.1499;370.064215;419.056;4.6256;50.075;17.985;8.502;13.7626;3.166
7.861;2022-06-03 12:26:00;11.181;19.135;370.064234;419.197;4.551;49.253;17.675;8.494;14.1746;3.347
7.899;2022-06-03 12:26:00;11.235;19.1261;369.912531;419.111;4.4673;48.339;17.207;8.493;13.7015;3.143
7.927;2022-06-03 12:26:01;11.275;19.1127;369.882206;419.204;4.3745;47.322;16.94;8.488;13.2743;3.206
7.946;2022-06-03 12:26:01;11.302;19.1019;369.882219;419.306;4.2793;46.281;16.709;8.484;13.1598;3.25
7.967;2022-06-03 12:26:01;11.331;19.095;369.851886;419.337;4.1892;45.301;16.525;8.48;13.7321;3.422
7.983;2022-06-03 12:26:01;11.355;19.0848;369.669843;419.227;4.1083;44.417;16.352;8.482;14.1212;3.317
8.003;2022-06-03 12:26:02;11.383;19.0668;369.548495;419.261;4.0437;43.703;16.186;8.478;13.9609;3.195
